subcategory_name,character_name,vote_count,mbti,eneagrama,grupo
Demon Slayer Abridged (Grimmjack),Sabito,12,INFJ, 7w6,Diplomatico
Kyuuketsuki Sugu Shinu,Hinaichi,12,ESTJ, 1w9,Sentinela
Kimetsu no Yaiba,Aizetsu,12,INFP, 4w5,Diplomatico
Starmyu,Nayuki Toru,12,INFJ, 2w1,Diplomatico
Ishuzoku Reviewers,Zel,12,ESTP, 7w8,Explorador
Romeo x Juliet,Tybalt Volumnia De Capulet,12,INTJ, 8w9,Analista
Imawa no Kuni no Arisu,Shigenori Usagi,12,ESFJ, 7w6,Sentinela
Elfen Lied,Tomoo,12,ESTP, 7w8,Explorador
Binan Koukou Chikyuu Boueibu LOVE!,Gero Akoya,12,ESFJ, 3w2,Sentinela
Ichigo Mashimaro,Ana Coppola,12,ISFJ, 9w1,Sentinela
Hello World,Misuzu Kadenokouji,12,ENFP, 7w6,Diplomatico
Kiratto Pri☆chan,Meru Shido,12,ESFP, 7w6,Explorador
Hibike! Euphonium,Michie Matsumoto,12,ESTJ, 1w2,Sentinela
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,Natsuki Enomoto,12,ENFP, 7w6,Diplomatico
King of Prism,Yamato Alexander,12,ENTJ, 8w7,Analista
Paprika,Toratarō Shima,12,ESFJ, 9w1,Sentinela
One Piece,Shushu,12,ESFJ, 6w7,Sentinela
Kyuuketsuki Sugu Shinu,John,12,INFJ, 9w1,Diplomatico
JoJo no Kimyou na Bouken,Dija Maker,12,INTP, 6w5,Analista
Amakute Atsukute Iki mo Dekinai,Ayato,12,INFP, 6w5,Diplomatico
Fate/Strange Fake,Ayaka Sajyou,12,ISFP, 5w6,Explorador
Houseki no Kuni,Peridot,12,INTP, 5w4,Analista
Kiseijuu: Sei no Kakuritsu,Mitsuyo,12,ISFJ, 9w8,Sentinela
Tokyo Ghoul,Ayumu Hogi,12,INFP, 2w1,Diplomatico
Oshiete! Galko-chan,Nikuko,12,ESFJ, 9w1,Sentinela
Shaman King,Kanna Bismarch,12,ESTJ, 8w9,Sentinela
Kemono Jihen,Mao,12,ENFP, 7w8,Diplomatico
Re:Zero Kara Hajimeru Isekai Seikatsu,Sirius,12,ENFJ, 4w3,Diplomatico
One Piece,Elder 2,12,INTP, 5w6,Analista
Arakawa Under the Bridge,"Village Chief ""Mayor""",12,ISFP, 9w8,Explorador
Kaoru Hana wa Rin to Saku,Kaoruko Wakuri,12,ESFJ, 2w3,Sentinela
Isekai Quartet,Tanya Degurechaff,12,ENTJ, 8w7,Analista
Selection Project,Ao Yodogawa,12,ESFP, 7w6,Explorador
Sket Dance!,Agata Saaya,12,ESFJ, 2w3,Sentinela
One Piece,Salome,12,ENFP, 9w1,Diplomatico
Gleipnir,Honoka,12,INFP, 6w7,Diplomatico
Oshi no Ko,Raida Sumiaki,12,ENTP, 7w6,Analista
Sabikui Bisco,Chiroru (Tyrol) Oochagama,12,ESFP, 7w6,Explorador
Sabikui Bisco,Kurokawa,12,ENTJ, 8w9,Analista
xxxHOLiC,Kohane Tsuyuri,12,ISFP, 9w1,Explorador
Shaman King,Seyram Munzer,12,INFP, 4w5,Diplomatico
Yoru wa Mijikashi Aruke yo Otome,Furuhonichi no Kamisama,12,ENTP, 7w8,Analista
Shugo Chara!,Kiseki,12,ENTJ, 8w7,Analista
Natsume Yuujinchou,Misuzu,12,INTJ, 2w1,Analista
Hunter X Hunter,Geretta,12,ISTJ, 8w9,Sentinela
Megalo Box,Chief,12,ENFJ, 2w3,Diplomatico
Hachimitsu to Clover (Hachikuro),Shuji Hanamoto,12,ESFJ, 2w1,Sentinela
Shuumatsu no Valkyrie,Durga,12,ESTP, XwX,Explorador
Beatless,Arato Endo,12,INFP, 6w7,Diplomatico
Hourou Musuko,Suehiro Anna,12,ISTP, 5w6,Explorador
Shuumatsu no Valkyrie,Sakata Kintoki,12,ESFP, 8w7,Explorador
Aono-kun ni Sawaritai kara Shinitai,Yuri Kariya,12,INFP, 9w1,Diplomatico
Tensei Shitara Slime Datta Ken (Tensura),Laplace,12,ENTP, 7w6,Analista
All Out!!,Ogi Youichi,12,ENFJ, 2w3,Diplomatico
All Out!!,Taira Tadakazu,12,ESFP, 7w8,Explorador
Kai Byoui Ramune,Nico,12,INFJ, 9w1,Diplomatico
Mikagura Gakuen Kumikyoku,Fujishiro Otone,12,INTP, 4w5,Analista
Houseki no Kuni,Benitoite,12,ISFJ, 6w5,Sentinela
Hourou Musuko,Doi Shinpei,12,ISTP, 9w8,Explorador
Pretty Cure Series,Dark Pretty Cure,12,INTJ, 9w1,Analista
All Out!!,Shinshi Yutaka,12,ENTP, XwX,Analista
All Out!!,Tsukinaka Koutarou,12,ESTJ, 1w2,Sentinela
All Out!!,Kifune Isao,12,INFP, 6w7,Diplomatico
InuYasha,Byakuya,12,ISTJ, 5w6,Sentinela
InuYasha,Suikotsu,12,ENTP, XwX,Analista
Kaichou wa Maid-sama!,Rui Usui,12,INTJ, 6w5,Analista
All Out!!,Hanadate Mitsuo,12,ISTJ, 3w4,Sentinela
B: The Beginning,Laica,12,INTJ, XwX,Analista
Azumanga Daioh,Kamineko,12,ENTP, 8w7,Analista
Ghost Hunt,Ayako Matsuzaki,12,ESTJ, 3w4,Sentinela
Isekai Quartet,Emilia,12,INFJ, 1w2,Diplomatico
Keijo!!!!!!!!,Kotone Fujisaki,12,ISFP, 6w7,Explorador
Rainbow: Nisha Rokubou no Shichinin,"Mansaku Matsuura ""Cabbage""",12,ESFP, 7w6,Explorador
Radiant,Ullmina Bagliore,12,ENFJ, XwX,Diplomatico
Hagure Yuusha no Aesthetica,Kyouya Hikami,12,ENTJ, XwX,Analista
Handa-kun,Aizawa Junichi,12,ISTJ, XwX,Sentinela
Re:Zero Kara Hajimeru Isekai Seikatsu,Hetaro Pearlbaton,12,ISFP, 9w1,Explorador
All Out!!,Ise Haruki,12,ESTJ, XwX,Sentinela
JoJo parts,Steel Ball run,12,ENTP, 7w6,Analista
Jibaku-kun,Bucky,12,ISTP, 8w9,Explorador
Pretty Cure Series,Lumière,12,INFJ, 9w1,Diplomatico
Pretty Cure Series,Royale Queen,12,INFJ, 1w2,Diplomatico
Aikatsu Friends!,Harukaze Wakaba,12,ISFP, 3w4,Explorador
Nichijou,Tamamura,12,ISFJ, 9w1,Sentinela
Shinryaku! Ika Musume,Aizawa Chizuru,12,INFJ, XwX,Diplomatico
Miira no Kaikata,Motegi Asa,12,ENFJ, 6w7,Diplomatico
A Budding Dream,Tsubomi,12,ENFP, 7w8,Diplomatico
Hinako Note,Natsukawa Kuina,12,ENTP, 9w8,Analista
Do It Yourself!!,"Kokoro Kouki ""Shii""",12,ESFP, 7w8,Explorador
Grappler Baki,Chiharu Shiba,12,ISTP, 8w7,Explorador
Carciphona,Blackbird,12,ESTP, 7w8,Explorador
Shinryaku! Ika Musume,Nagatsuki Sanae,12,ESFP, XwX,Explorador
World Trigger,Replica,12,ISTJ, 5w6,Sentinela
Amaama to Inazuma,Yagi Yuusuke,12,ISTP, 9w1,Explorador
Jibaku Shounen Hanako-kun,Yugi Twins' Dad,12,ENTP, 7w6,Analista
Rokka no Yuusha,Chamo Rosso,12,ESFP, XwX,Explorador
Shingeki no Kyojin: Before the Fall,Angel Aaltonen,12,INTJ, 5w4,Analista
Flip Flappers,Mimi,12,INFJ, 9w1,Diplomatico
Nurarihyon no Mago,Yuki Onna,12,ESFP, 7w8,Explorador
Yurikuma Arashi,Mitsuko Yurizono,12,ENTP, XwX,Analista
Boogiepop wa Warawanai (2019),Shirou Tanaka,12,INFJ, 4w5,Diplomatico
Suzumiya Haruhi no Yuuutsu,Kyouko Tachibana,12,ESFJ, 6w5,Sentinela
Helter Skelter,Michiko Hada,12,ISFJ, 6w7,Sentinela
Taisou Zamurai,Rei Aragaki,12,ISFJ, 2w1,Sentinela
Sekirara ni Kiss,Shitose Nanjou,12,INFP, 9w1,Diplomatico
Shaman King,Alumi Niumbirch,12,ENFJ, 3w2,Diplomatico
Mejirobana no Saku,Liz,12,ESTJ, XwX,Sentinela
Samurai Flamenco,Mizuki Misawa,12,INTJ, XwX,Analista
Mermaid Melody Pichi Pichi Pitch,Lanhua,12,ENFJ, 4w3,Diplomatico
Code Geass,Kanon Maldini,12,ESTP, 6w7,Explorador
Princess Principal,Beatrice,12,ISFJ, 6w7,Sentinela
Koisuru Hetare wa Itsumo Bukiyou,Saeki Takumi,12,ENFP, 6w7,Diplomatico
Hunter X Hunter,Sadaso,12,ESTP, 3w4,Explorador
Code Geass,Ms. Kōzuki,12,ISFJ, 2w1,Sentinela
Loveless,Seimei Aoyagi,12,INTJ, 8w9,Analista
7SEEDS,Matsuri Tendou,12,ESFP, 7w6,Explorador
7SEEDS,Ayu,12,INTJ, 5w6,Analista
Tanaka-kun wa Itsumo Kedaruge,Katou,12,ESFP, 7w6,Explorador
Afro Samurai,Justice,12,ESTP, 8w7,Explorador
Fumetsu no Anata e,Hisame,12,ISFJ, 2w3,Sentinela
Saint Seiya,Capricorn Izō,12,ISTJ, 3w2,Sentinela
Touken Ranbu,Namazuo Toushirou,12,ENTP, 7w6,Analista
Pandora Hearts,emily,12,INTP, 3w4,Analista
Mahou Shoujo Ikusei Keikaku,Lapis Lazuline,12,ENFP, 7w6,Diplomatico
Summer Time Rendering,Shiori Kobayakawa,12,ISTJ, 7w6,Sentinela
Summer Time Rendering,Shadow Mio,12,ISTJ, 1w9,Sentinela
Summer Time Rendering,Tetsu Totsumura,12,ESFP, 7w6,Explorador
Africa No Salaryman,Lion,12,ESFJ, 2w1,Sentinela
Dragon Ball Z (Abridged),King Kai (TFS DBZ Abridged),12,ESTJ, 1w2,Sentinela
Uma Musume: Pretty Derby,Curren Chan,12,ESFP, 3w2,Explorador
Mahou Shoujo Ikusei Keikaku,Captain Grace (Shibahara Umi),12,ESFP, 7w8,Explorador
Mahou Shoujo Ikusei Keikaku,Shadow Gale (Totoyama Mamori),12,ISFJ, 6w5,Sentinela
Phi Brain: Kami No Puzzle,Kaito Daimon,12,INTP, 5w6,Analista
"Kumo desu ga, Nani ka?",Sophia Keren aka Shouko Negishi,12,ESFP, 7w8,Explorador
"Kumo desu ga, Nani ka?",Güliedistodiez,12,INTJ, 6w5,Analista
Chibi Maruko-chan,Sueo Maruo,12,ENTJ, 3w2,Analista
Kiniro no Corda,Len Tsukimori,12,INTJ, 1w9,Analista
Maoujou de Oyasumi,Harpy,12,ISFP, 2w3,Explorador
Sonny Boy,Tsubasa,12,INFJ, 1w2,Diplomatico
"Kumo desu ga, Nani ka?","Karnatia ""Katia"" Seri Anabald, aka Ooshima Kanata",12,ENTJ, 1w9,Analista
Ramen Daisuki Koizumi-san,Koizumi,12,ISTP, 9w1,Explorador
EvAbridged,Shigeru Aoba,12,ESTP, 7w8,Explorador
Blue Lock,Okuhito Iemon,12,ESTJ, 6w5,Sentinela
Blue Lock,Benedict Grim,12,ISFP, 4w3,Explorador
Takarajima,Jim Hawkins,12,ENFP, 7w6,Diplomatico
Yu-Gi-Oh! Duel Monsters,Vivian Wong,12,ESFJ, 3w2,Sentinela
Hokuto no Ken,Falco,12,INFP, 1w2,Diplomatico
Yu-Gi-Oh! Duel Monsters,Kuriboh,12,INFP, 2w3,Diplomatico
Mahou Shoujo Madoka★Magica,Ui Tamaki,12,INFJ, 9w1,Diplomatico
Ookiku Furikabutte (Oofuri),Hanai Azusa,12,ESFJ, 3w2,Sentinela
Ookiku Furikabutte (Oofuri),Momoe Maria,12,ENTP, 8w7,Analista
Mahou Shoujo Madoka★Magica,Replica Plush,12,ENTP, 7w8,Analista
Black Lagoon,Masahiro Takenaka,12,ENFP, 9w8,Diplomatico
Mahou Shoujo Madoka★Magica,Arisa Narumi,12,ENFP, XwX,Diplomatico
Vanitas no Carte,Parks Orlok,12,ISTJ, 8w9,Sentinela
Soredemo Ayumu Wa Yosetekuru,Rin Kagawa,12,ISTP, 3w2,Explorador
Denpa Onna to Seishun Otoko,Niwa Makoto,12,ENFJ, 2w3,Diplomatico
Blood-C,Tadayoshi Kisaragi,12,ISTJ, 1w9,Sentinela
Naruto Shippūden,Hana Inuzuka,12,ENFJ, 8w7,Diplomatico
Oresama Teacher,Shinobu Yui,12,ISTJ, 6w5,Sentinela
Naruto Shippūden,"Koharu Utatane, Konoha Council",12,ESTJ, 1w2,Sentinela
Naruto Shippūden,Iwa Kunoichi,12,ISTP, 9w8,Explorador
Tsuki ga Michibiku Isekai Douchuu,Shiki,12,INTP, 5w4,Analista
Billy Bat,Jesus Christ,12,INFJ, 2w1,Diplomatico
Blood+ / Blood Plus,Riku Myagusuko,12,ISFJ, 9w1,Sentinela
Blood+ / Blood Plus,Solomon Goldsmith,12,ENFJ, 2w1,Diplomatico
Mashle: Magic and Muscles,Daut Barrett,12,ESFP, 7w8,Explorador
Bakuten Shoot Beyblade,Mao Chou,12,ESFJ, 2w3,Sentinela
Imouto sae Ireba Ii.,Hashima Chihiro,12,ISFJ, 2w3,Sentinela
Boruto - Naruto Next Generations,Kirara,12,INFJ, 1w2,Diplomatico
Gantz,Eeva Gund,12,ISTP, 8w9,Explorador
FLCL,Hijiri Yajima,12,ISTP, 5w4,Explorador
FLCL,"Tomomi ""Pets"" Hetada",12,INFJ, 4w5,Diplomatico
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Pina Co Lada,12,ISTJ, XwX,Sentinela
QuanZhi GaoShou,Han Wenqing,12,ESTJ, 8w7,Sentinela
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka? (Hensuki),Nanjou Mao,12,ISTP, 9w8,Explorador
Jewelpet,Jinnai Yuuma,12,ISTP, XwX,Explorador
Zaregoto Series,Izumu Niounomiya,12,ESTP, 7w8,Explorador
No Guns Life,Olivier Vandeberme,12,ENTJ, XwX,Analista
Witchblade,Reina Soho,12,INTJ, 5w6,Analista
Akatsuki no Yona,Yu-hon,12,ESTP, 8w7,Explorador
Azur Lane,U-96,12,ESTP, 7w8,Explorador
Junji Ito Collection,Hiroshi Sakaguchi (The Window Next Door),12,ISTJ, 6w5,Sentinela
Doraemon,Ichi,12,ESFP, 9w8,Explorador
Junji Ito Collection,Koichi Tsujii,12,ESTJ, 1w2,Sentinela
Ikki Tousen,Hakufu Sonsaku,12,ESFP, 7w8,Explorador
Aikatsu Planet!,Kyouko Umekouji/Beat,12,ENFJ, 3w4,Diplomatico
Innocent,Jean de Chartois,12,ESFJ, 2w1,Sentinela
Digimon Data Squad (Savers),Keenan Crier (Ikuto Noguchi),12,ISFP, 6w7,Explorador
Girls und Panzer,Eclair,12,ENTJ, 3w2,Analista
Aikatsu Planet!,Meisa Hinata/Rose,12,ENFP, 7w8,Diplomatico
Akatsuki no Yona,Tae-woo,12,ISFP, 6w7,Explorador
Innocent,Jean-Paul Marat,12,INTJ, 1w9,Analista
Doraemon,Luka,12,INFJ, 2w1,Diplomatico
Junji Ito Collection,Fukuda Ryuusuke,12,ISFJ, 6w5,Sentinela
Turn A Gundam,Sochie Heim,12,ESFP, 8w7,Explorador
El Cazador de la Bruja,L.A.,12,INTJ, 8w7,Analista
Beyblade Burst,Quon Kimidori,12,ISTP, 6w5,Explorador
Beyblade Burst,Sasha Guten,12,ISFP, 3w2,Explorador
Skate-Leading Stars,Yukimitsu Mochizuki,12,INFJ, 2w1,Diplomatico
Ginga e Kickoff!!,Reika Saionji,12,ISFJ, 9w1,Sentinela
Ginga e Kickoff!!,Kota Furuya,12,ISTP, 8w7,Explorador
Netoge no Yome wa Onnanoko ja Nai to Omotta? (Netoyome),Goshouin Kyou,12,ENFJ, 3w2,Diplomatico
Omamori Himari,Shizuku,12,INTP, 5w4,Analista
Omamori Himari,Kuesu Jinguji,12,ESTP, 3w4,Explorador
Darling in the Franxx,9'γ,12,ISTP, 7w8,Explorador
Hardcore Leveling Warrior,Sora,12,ISFP, 7w6,Explorador
Azur Lane,Shoukaku,12,INFJ, 6w7,Diplomatico
Gachiakuta,Engine,12,ENTP, XwX,Analista
Love All Play,Ryou Mizushima,12,INFJ, 6w5,Diplomatico
Azur Lane,Seattle,12,ESFP, 7w6,Explorador
Saihate No Paladin,Reystov,12,ISTP, XwX,Explorador
Azur Lane,Perseus,12,INFJ, 1w9,Diplomatico
Azur Lane,Admiral Graf Spee,12,INTP, 5w4,Analista
Katayoku no Labyrinth,Tsukasa Shirota,12,INTJ, XwX,Analista
Katayoku no Labyrinth,Miyako Oguri,12,INFP, 9w1,Diplomatico
Vatican Kiseki Chousakan,Joseph Ko Hiraga,12,INFP, 1w9,Diplomatico
Machine-Doll wa Kizutsukanai,Raishin,12,INTJ, 5w6,Analista
Tsukipro,Issei Kuga,12,INFJ, 5w4,Diplomatico
Digimon Adventure,Piyomon,12,ESFJ, 2w3,Sentinela
Hiiro no Kakera,Tamaki Kasuga,12,ESFJ, 2w1,Sentinela
Ousama Game,Natsuko Honda (True),12,ENFJ, 8w9,Diplomatico
Shigatsu wa Kimi no Uso,Izumi,12,ISFP, 1w2,Explorador
Hamatora The Animation,Three,12,ISFJ, 2w1,Sentinela
Kill la Kill,Takaharu Fukuroda,12,ESTP, 8w7,Explorador
Digimon Adventure,Metal Seadramon,12,ESTJ, 8w7,Sentinela
Slam Dunk,Yoshinori Miyamasu,12,ISTJ, 5w6,Sentinela
Boku no Hero Academia,Ending,12,ISFP, 9w8,Explorador
Slam Dunk,Yayoi Aida,12,ENFP, XwX,Diplomatico
Edens Zero,Jin,12,ISTJ, 5w6,Sentinela
Robotics;Notes,Kimijima Kou,12,INTJ, 1w9,Analista
Babylon,Sekuro Hiasa,12,ISTJ, 1w9,Sentinela
Sakamoto Days,Seba,12,INTP, 5w6,Analista
Inazuma Eleven,Goujin Tetsunosuke,12,ESFP, 7w8,Explorador
Hikaru no Go,Akari Fujisaki,12,ESFJ, 6w7,Sentinela
Sono Koi wa Ichigo no Youni,Sugiura Minori,12,ISTP, 9w8,Explorador
Inazuma Eleven,Mac Roniejo,12,ESFP, 7w8,Explorador
Inazuma Eleven,Miyano Akane,12,ENFJ, 9w1,Diplomatico
Inazuma Eleven,Shishido Sakichi,12,ISFJ, 9w1,Sentinela
Inazuma Eleven,Shourinji Ayumu,12,ESFP, 7w6,Explorador
Tsukiuta,Iku Kanaduki,12,ENFJ, 2w1,Diplomatico
Boku no Hero Academia,Tatsuyuki Tokoname “Slidin' Go”,12,ESFJ, 1w2,Sentinela
Haikyuu!!,Soekawa Jin,12,ISTJ, 1w2,Sentinela
Un-Go,Sasa Kazamori,12,INTP, 5w6,Analista
Kimi to Boku,Akira,12,ENFP, 5w4,Diplomatico
Soul Eater NOT!,Meme Tatane,12,ENFP, 9w8,Diplomatico
Akuyaku Reijou nanode Last Boss wo Kattemimashita,Keith Eigrid,12,ENTP, 3w2,Analista
Dragon Ball Z,Zangya,12,ISTP, 6w5,Explorador
Itazura na Kiss,Ayako Matsumoto,12,ESTJ, 5w6,Sentinela
Mendokusagari,Yasuda,12,INTP, 9w8,Analista
Ane Naru Mono,Haru,12,ISFP, 5w4,Explorador
Inazuma Eleven GO,Sangoku Taichi,12,ESFJ, 2w3,Sentinela
Wind Breaker,Suou Hayato,12,INTJ, XwX,Analista
Touhou: Genso Mangekyo - Memories of Phantasm,Cirno,12,ESFP, 8w7,Explorador
Shishunki Bitter Change,Ootsuka Yui,12,ISTJ, XwX,Sentinela
Boku no Hero Academia,Rapt Tokage,12,ESTP, 7w6,Explorador
Kotarou wa Hitorigurashi,Ryouta,12,INTP, 5w4,Analista
Inazuma Eleven GO,Kusaka Ryuuji,12,ESFJ, 8w9,Sentinela
Dragon Ball Z,Marcarita,12,ENTP, 8w7,Analista
Dragon Ball Z,Bacterian,12,ESFP, 7w8,Explorador
Watashi no Shiawase na Kekkon,Kaya Saimori,12,ENFJ, 3w4,Diplomatico
Hikaru no Go,Tsutsui Kimihiro,12,ISFJ, 5w6,Sentinela
Hikaru no Go,Waya Yoshitaka,12,ESFP, 7w8,Explorador
Shiroi Suna no Aquatope,Ojii,12,ESFJ, 2w3,Sentinela
Shiroi Suna no Aquatope,Eiji Higa,12,INTP, 5w6,Analista
Megami-ryou no Ryoubo-kun.,Sutea Kouroya,12,ISFP, 9w8,Explorador
Mobile Suit Gundam: Iron-Blooded Orphans,Fumitan Admoss,12,ISTJ, 1w9,Sentinela
Mobile Suit Gundam: Iron-Blooded Orphans,Amida Arca,12,ESTP, 7w8,Explorador
Mobile Suit Gundam: Iron-Blooded Orphans,Rustal Elion,12,ENTJ, 8w9,Analista
Anyamal Tantei Kiruminzoo,Nagisa mikogami,12,INFJ, 2w1,Diplomatico
Haru to Midori,Midori,12,INFP, XwX,Diplomatico
Nanatsu no Taizai,Deldry,12,ENTP, 3w2,Analista
ACCA: 13-ku Kansatsu-ka,Maggie,12,INFJ, 9w1,Diplomatico
ACCA: 13-ku Kansatsu-ka,Lilium,12,ENTP, 3w4,Analista
Seiren,Tsuneki Hikari,12,ESFP, 7w8,Explorador
Kyoukai no Kanata,Inami Yui,12,ENFP, 2w3,Diplomatico
Urasekai Picnic,Natsumi Ichikawa,12,ISFP, 6w7,Explorador
GODDESS OF VICTORY: NIKKE,Anis,12,ESFP, XwX,Explorador
Baka to Test to Shoukanjuu,Kudou Aiko,12,ESFP, XwX,Explorador
D.Gray-man,Froi Tiedoll,12,ISFJ, 9w1,Sentinela
Naruto Shippūden,Seimei,12,INTJ, XwX,Analista
Kuroko no Basket,Nebuya Eikichi,12,ESTP, 8w7,Explorador
Oshi ga Budoukan Ittekuretara Shinu,Sorane Matsuyama,12,INFP, 5w6,Diplomatico
Oshi ga Budoukan Ittekuretara Shinu,Yumeri Mizumori,12,INFJ, 9w1,Diplomatico
Kuroko no Basket,Tomoki Tsugawa,12,ESFP, 7w8,Explorador
Senyuu,Crea,12,ENFP, 7w6,Diplomatico
Shin Seiki Evangelion Kōtetsu no Gārufurendo 2nd,Rei Ayanami,12,ENFP, XwX,Diplomatico
Nijuuseiki Shounen,Father Nitani,12,ISFJ, 1w9,Sentinela
Naruto Shippūden,Shion,12,ESTJ, 8w9,Sentinela
Naruto Shippūden,Tenten (Road to Ninja),12,ISTP, 6w5,Explorador
Naruto Shippūden,Kujaku,12,ESTP, 8w7,Explorador
Nijuuseiki Shounen,"Masao Tamura ""13""",12,ISTJ, 1w9,Sentinela
Naruto Shippūden,Kyūsuke,12,INFJ, XwX,Diplomatico
Black Clover,Marie Adlai,12,ESFJ, 2w1,Sentinela
Black Clover,Undine,12,ENFJ, 2w1,Diplomatico
Black Clover,Theresa Rapual,12,ESTJ, 1w2,Sentinela
Black Clover,Finesse Calmreich,12,ISFJ, 9w1,Sentinela
Yagate Kimi ni Naru,Yuzuki Chie,12,ESFJ, 2w3,Sentinela
Osomatsu-san,Atsushi,12,ENTJ, 3w2,Analista
Bobobo-bo Bo-bobo,Heppokomaru,12,ISFP, 4w5,Explorador
Bobobo-bo Bo-bobo,Beauty,12,ESFJ, 1w2,Sentinela
Bobobo-bo Bo-bobo,Hatenkou,12,ISTP, 6w5,Explorador
Tokyo Revengers,Morita Yumi,12,ENFP, 9w1,Diplomatico
Rosario to Vampire,Tsurara Shirayuki,12,INFP, 4w3,Diplomatico
Fruits Basket (2001),Hatori Sohma,12,ISTJ, 5w6,Sentinela
Fruits Basket (2001),Momiji Sohma,12,ENFP, 9w8,Diplomatico
Kamigami no Asobi,Thoth Caduceus,12,ESTJ, 1w9,Sentinela
Freesia,Masaki Mizoguchi,12,ESTP, 8w7,Explorador
Kamigami no Asobi,Dionysus,12,ESFP, 9w8,Explorador
Maison Ikkoku,Shun Mitaka,12,ENTJ, 3w2,Analista
Nanatsu no Taizai,Dolores,12,ISFJ, 9w1,Sentinela
Pretty Rhythm,Amamiya Kaname,12,INFJ, 9w1,Diplomatico
Sora no Woto,Noël Kannagi,12,INTP, 5w6,Analista
Ergo Proxy,Hoody,12,ESFJ, 2w1,Sentinela
Jormungand,Akihiko Tojo,12,INTP, 9w1,Analista
Yojouhan Shinwa Taikei,Fortune Teller,12,INFJ, 6w5,Diplomatico
IDOLiSH7,ŹOOĻ (unit),12,ESTP, 8w7,Explorador
Sonic X,Mr. Stewart,12,ENFJ, XwX,Diplomatico
Dinghai Fusheng Lu,Xing Chen,12,ENFP, 2w1,Diplomatico
Dinghai Fusheng Lu,Shu Xiang,12,INTJ, XwX,Analista
Sonic X,Topaz,12,ESTJ, 1w2,Sentinela
Sonic X,Sam Speed,12,ESTP, 8w7,Explorador
Maji de Watashi ni Koi Shinasai!,Takuya Morooka,12,ISFJ, 9w1,Sentinela
Maji de Watashi ni Koi Shinasai!,Chika Ogasawara,12,ESFJ, 3w2,Sentinela
Shoujo Kakumei Utena: Adolescence Mokushiroku,Touga Kiryuu,12,ENFJ, 3w2,Diplomatico
Kimi ga Shinu made Koi wo Shitai,Mimi Kagari,12,ESFP, 7w6,Explorador
Sanrio,Roonroonlulu,12,ENFJ, XwX,Diplomatico
Sanrio,Hangyodon,12,ESFP, 6w7,Explorador
The Evillious Chronicles,Meta Salmhofer,12,ISFP, 6w7,Explorador
Bakemono no Ko,Iozen,12,ENFJ, 1w9,Diplomatico
Shuumatsu no Harem,Rea Katagiri,12,INTJ, 1w9,Analista
Spiritpact,Youko Sennen,12,ESTP, 8w7,Explorador
Monochrome Factor,Akira Nikaido,12,ISTP, 9w8,Explorador
Shuumatsu no Harem,Elisa Tachibana,12,INFP, 2w1,Diplomatico
Nana,Minoru Kurata,12,INTP, 5w4,Analista
Shuffle!,Rin Tsuchimi,12,ISTP, 9w8,Explorador
Sanrio,Wanwa,12,ENFJ, 9w1,Diplomatico
Guilty Crown,Ouma Kurosu,12,ENTP, 5w4,Analista
Blue Dragon,Kluke,12,ISFJ, 2w1,Sentinela
RobiHachi,Hacchi Kita,12,INFJ, 1w9,Diplomatico
Devilman Crybaby,Noel Makimura,12,ESFJ, 2w1,Sentinela
Omae Umasou Da Na,Heart,12,ESTP, 8w7,Explorador
Servamp,Yumikage Tsukimitsu,12,ISTP, XwX,Explorador
Subarashiki Kono Sekai The Animation,Beat (Daisukenojo Bito),12,ISFP, 8w7,Explorador
Hana-Doll Project,Chise,12,ENFP, 4w3,Diplomatico
Servamp,Iori Tsukimitsu,12,INTJ, 1w2,Analista
Renai Furoppusu,Asahi Kashiwagi,12,ISTJ, 1w9,Sentinela
Ryuuou no Oshigoto!,Hinatsuru Ai,12,ENFP, 2w3,Diplomatico
Servamp,Shamrock,12,ISTJ, 6w7,Sentinela
ELDEN RING - The Road to the Erdtree,Melina,12,INFJ, 5w4,Diplomatico
Yumi to Kurumi,Yumi,12,INFP, 9w1,Diplomatico
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka (Danmachi),Loki,12,ENTP, 7w6,Analista
Rīzerotte to Majo no Mori,Liselotte Berenk,12,ENFP, 7w6,Diplomatico
Franken Fran,Okita,12,INTJ, 9w1,Analista
Georgie!,Arthur Butman,12,INFJ, 9w1,Diplomatico
Saraiya Goyou,Masanosuke Akitsu,12,ISFP, 6w5,Explorador
High School of the Dead,Rika Minami,12,ISTP, XwX,Explorador
Ruri Dragon,Ruri,12,ISFP, 9w8,Explorador
Gakuen Alice,Kaname Sono,12,ENFJ, 9w1,Diplomatico
The Evillious Chronicles,Gumillia Matsumoto,12,ISTJ, 5w6,Sentinela
Toaru Majutsu no Index,Anna Sprengel,12,ENTJ, 7w8,Analista
Re:Creators,Kanoya Rui,12,ISFP, 6w7,Explorador
Mahouka Koukou no Rettousei,Katsuto Juumonji,12,ISTP, 6w5,Explorador
Shigofumi,Kanaka,12,ENFP, 1w2,Diplomatico
Saint Seiya Omega,Aria,12,ISFJ, 9w1,Sentinela
JoJo Stands,『Planet Waves』,12,ENTJ, 3w4,Analista
